"Id","Org_name","Grants funded","Grants received","Address","EIN","NTEE"
"516","University of Detroit Jesuit High School","","80000","Detroit, MI
United States","","Educational Institutions » Secondary/High School"
"515","University Liggett School","","63392","Detroit, MI
United States","","Educational Institutions » Primary/Elementary School, Educational Institutions » Secondary/High School"
"514","University Hospital Association","","3828","Detroit, MI
United States","",""
"513","University Cultural Center Association","","7000384","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement, Arts, Culture, and Humanities » Arts, Cultural Organizations - Multipurpose"
"567","CultureSource","","327500","Detroit, MI
United States","",""
"511","United Sisters of Charity","","50000","Detroit, MI
United States","","Agriculture, Food, Nutrition » Food Service, Free Food Distribution Programs"
"521","Urban Business Consultant, Inc","","81000","Detroit, MI
United States","",""
"522","Urban League of Detroit and Southeastern Michigan","","11000","Detroit, MI
United States","","Human Services » Urban League"
"532","WARM Training Center","","700555","Detroit, MI
United States","","Educational Institutions » Educational Services and Schools - Other, Environmental Quality Protection, Beautification » Energy Resources Conservation & Development, Housing, Shelter » Home Improvement/Repairs"
"531","Waldorf School Association of Michigan","","164260","Detroit, MI
United States","","Educational Institutions » Primary/Elementary School, Educational Institutions » Kindergarten, Nursery Schools, Preschool, Early Admissions, Arts, Culture, and Humanities » Arts Education/Schools"
"530","VSA Michigan","","136000","Detroit, MI
United States","","Arts, Culture, and Humanities » Arts Education/Schools"
"529","Vote Detroit","","1000","Detroit, MI
United States","","Civil Rights, Social Action, Advocacy » Voter Education/Registration"
"528","Volunteers in Prevention, Probation and Prisons, Inc","","325000","Detroit, MI
United States","","Crime, Legal Related » Services for Prisoners/Families"
"527","Visiting Artists for Detroit School of Arts - University of Michigan Ann Arbor","","2250000","Detroit, MI
United States","",""
"526","Villages Community Development Corporation","","75000","Detroit, MI
United States","","Community Improvement, Capacity Building » Economic Development"
"525","Vanguard Community Development Corporation","","1468398","Detroit, MI
United States","","Community Improvement, Capacity Building » Urban, Community"
"524","Urban Recovery Farm","","635","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement, Mental Health, Crisis Intervention » Alcohol, Drug, and Substance Abuse, Dependency, Prevention and Treatment"
"523","Urban Neighborhood Initiatives, Inc","","553000","Detroit, MI
United States","","Human Services » Neighborhood Center, Settlement House"
"510","United Negro College Fund, Inc","","743262","Detroit, MI
United States","","Educational Institutions » Education N.E.C., Educational Institutions » Scholarships, Student Financial Aid, Awards, Civil Rights, Social Action, Advocacy » Civil Rights, Social Action, Advocacy N.E.C."
"642","EduGuide","","7500","Detroit, MI
United States","",""
"4248","Detroit Alliance for Fair Banking ","","50000","76 Lothrop rd
Detroit, MI 48202
United States","382977476","Social Science Research Institutes, Social Science Research Institutes » Economics (as a Social Science)"
"4106","Board of Education of the City of Detroit ","","","Detroit, MI
United States","",""
"4103","Rockefeller Foundation","","","420 Fifth Ave
New York, NY 10018
United States","131659629","Philanthropy, Voluntarism, and Grantmaking » Private Grantmaking Foundations"
"4095","University of Michigan Detroit Community Academic Urban Research Center","","200000","3663 Woodward Ave
Suite 150
Detroit, MI 48201
United States","",""
"4090","Leading Educators Inc","","647000","Detroit, MI
United States","451447048","Educational Institutions, Mutual/Membership Benefit Organizations, Other » Professional Societies & Associations, Educational Institutions » Adult, Continuing Ed"
"4081","Madison Theatre Building ","","300000","1092 Woodward Avenue
Detroit, MI 48226
United States","274584046",""
"4079","Pembury Holdings","","38000","269 Walker
Detroit, MI 48207
United States","300291953",""
"4077","Family Fair Food Center ","","8075","700 Chene
Detroit, MI 48207
United States","331057015",""
"4070","Urban Stringz II Youth Ensemble","","1233","Detroit, MI
United States","",""
"4062","Detroit Medical Orchestra","","4000","Detroit, MI
United States","",""
"4053","Liberty Temple Baptist Church ","","167000","17188 Greenfield Road
Detroit, MI
United States","382352009","Religion, Spiritual Development, Religion, Spiritual Development » Christian"
"4107","Michigan Association of Public School Academies","","","105 West Allegan St
Ste. 300
Lansing, MI 48933
United States","383275525","Educational Institutions, Mutual/Membership Benefit Organizations, Other » Professional Societies & Associations"
"4112","Mack Alive","","4000","Detroit, MI
United States","",""
"4212","State Appellate Defender Office ","","249734","645 Griswold
Detroit, MI
United States","",""
"4203","Detroit/Wayne County Community Mental Health ","","688138","640 Temple St
FL 8
Detroit, MI
United States","",""
"4200","Michigan Minority Supplier Development Council","","676667","100 River Place Dr
Ste 300
Detroit, MI 48207
United States","382292187","Community Improvement, Capacity Building, Community Improvement, Capacity Building » Economic Development"
"4186","Detroit Recovery Project ","","350000","1151 Taylor Street
room 417c
Detroit, MI
United States","432078767","Human Services, Human Services » Human Service Organizations"
"4154","Detroit Crime Commission ","","1000000","Detroit, MI
United States","452920005","Crime, Legal Related, Crime, Legal Related » Crime Prevention N.E.C."
"4151","Detroit/Wayne County Port Authority","","1178277","Detroit, MI
United States","",""
"4137","Detroit Transportation Corporation ","","1572027","Detroit, MI
United States","",""
"4124","Detroit Housing Commission ","","49790326","1301 East Jefferson
Detroit, MI 48207
United States","",""
"4114","Al Holmes","","3000","Detroit, MI
United States","",""
"4113","St Matthews St Josephs Episcopal Church","","3400","Detroit, MI
United States","",""
"4043","North Rosedale Park Civic Association","","466000","18445 Scarsdale St
Detroit, MI 48223
United States","380882424","Community Improvement, Capacity Building, community, Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"4017","St. Vincent and Sarah Fisher Center (SVSF)","","100000","16800 Trinity Street
Detroit, MI 48219
United States","381359589","Educational Institutions, Educational Institutions » Educational Services and Schools - Other"
"3909","Greater Detroit Area Health Council ","","2861796","333 West Forst St
Detroit, MI 48226
United States","381360904",""
"3904","City of Detroit Fire Department ","","3587947","Detroit, MI
United States","",""
"3901","Aligning Perspectives ","","20000","18284 Ilene Street
Detroit, MI 48221
United States","",""
"3890","New England Foundation for the arts Inc.","","","145 Tremont St
Seventh Flor
Boston, MA 02111
United States","42593591","Arts, Culture, and Humanities, Arts, Culture, and Humanities » Arts Service Activities/Organizations"
"3849","Arts Alliance","","45000","Ann Arbor, MI
United States","",""
"3811","Friends of the Detroit River","","485620","Detroit, MI
United States","",""
"3805","Detroit Winter Blast Foundation","","50000","Detroit, MI
United States","",""
"3771","Ukrainian-American Archives and Museum, Inc.","","300","11756 Charest St
Detroit, MI 48212
United States","386159811","Arts, Culture, and Humanities » Museums & Museum Activities"
"3770","St Philomena Parish","","","4281 Marseilles
Detroit, MI 48224
United States","",""
"3766","Roman Catholic Archdiocese of Detroit ","","12000","1234 Washington Blvd
Detroit, MI 48226
United States","",""
"3930","Catch-Caring Athletes Team for Children's and Henry Ford Hospitals","","8800","3011 West Grand Blvd
Suit 223
Detroit, MI 48202
United States","382746810",""
"3944","Next Detroit Neighborhood Initiative ","","586723","7310 Woodward Ave
4th Floor
Detroit, MI 48202
United States","421740232",""
"3977","Emmanuel House","","100000","18750 Fitzpatrick Ct
Detroit, MI 48228
United States","383303758","Human Services, Human Services » Services to Promote the Independence of Specific Populations"
"3966","Freedom House Detroit ","","200000","2630 West Lafayette Blvd
Detroit, MI 48216
United States","382487626","Human Services"
"3962","City of Detroit Downtown Development Authority ","","470000","500 Griswaold
Suite 2200
Detroit, MI 48226
United States","386304158",""
"3960","Galaxe","","300000","1001 Woodward
Detroit, MI 48226
United States","270022071",""
"3958","Harmonie Park Media Group","","119510","1427 Randolph
Detroit, MI 48226
United States","273515557",""
"3956","Jefferson Properties","","33600","1380 East Jefferson
Detroit, MI 48207
United States","383120953",""
"3954","Metro Foods","","11522","18551 Grand River Ave
Detroit, MI 48223
United States","382562331",""
"3952","Ye Olde Butcher Shoppe","","55000","3100 Woodward
Detroit, MI 48201
United States","271224129",""
"3950","Detroit Economic Growth Corporation (DEGC)","","1223625","Detroit, MI
United States","382192028",""
"3948","Elevator RDR, LLC ","","55880","PO Box 141036
Detroit, MI 48214
United States","208587417",""
"3764","Pontifical Institute for Foreign Missions (PIME) Inc,","","450","17330 Quincy St
Detroit, MI 48221
United States","",""
"4251","Detroit Community Initiative, Inc. ","","1000","Detroit, MI
United States","383252560","Community Improvement, Capacity Building, Community Neighborhood Development, Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"4737","Michigan Urban Farming Initiative (MUFI)","","40000","Detroit, MI
United States","",""
"4676","Gleeor, Inc","","10000","Detroit, MI
United States","",""
"4674","C + G Style Barber Shop","","10000","Detroit, MI
United States","",""
"4672","Food Field","","10000","Detroit, MI
United States","",""
"4670","Dulce Diamante Garden","","10000","Detroit, MI
United States","",""
"4668","Dijana Creative Sewing and Embroidery","","10000","Detroit, MI
United States","",""
"4666","Corridor Sausage Co","","10000","Detroit, MI
United States","",""
"4664","City Bird","","10000","Detroit, MI
United States","",""
"4662","Cafe con Leche","","10000","Detroit, MI
United States","",""
"4660","Buffalo Street Farm","","10000","Detroit, MI
United States","",""
"4658","Brother Nature Produce","","10000","Detroit, MI
United States","",""
"4678","Graham's Printing","","10000","Detroit, MI
United States","",""
"4680","House of Morrison Shoe Repair","","10000","Detroit, MI
United States","",""
"4735","Sherwood Prototype","","100000","Highland Park, MI
United States","",""
"4733","J&G Pallets and Trucking","","100000","Detroit, MI
United States","",""
"4725","Downriver Community Conference","","3637535","15100 Northline Road, Suite 179
Southgate, MI 48195
United States","",""
"4723","DB Grant Associates","","6688021","149 Madison Avenue
New York, NY 11016
United States","",""
"4721","Resource Network","","1695070","11815 Joseph Campau
Hamtramck, MI 48212
United States","",""
"4718","Serco, Inc","","1155727","Detroit, MI
United States","",""
"4716","Providence Community Services, Inc","","2182782","14117 E. Seven Mile Road
Detroit, MI 48205
United States","656615",""
"4713","Midwest Careers Institute Inc","","853460","65 CADILLAC SQ #3500
Detroit, MI
United States","",""
"4702","Wayne County Community College District","","2499758","Detroit, MI
United States","",""
"4687","Corporation for Supportive Housing","","337500","Detroit, MI
United States","133600232","Mutual/Membership Benefit Organizations, Other » Alliance/Advocacy Organizations, housing, Housing, Shelter, Mutual/Membership Benefit Organizations, Other » Fundraising and/or Fund Distribution, Human Services » Services to Promote the Independence of Specific Populations"
"4656","Anthology Coffee","","10000","Detroit, MI
United States","",""
"4654","Alicia’s Cleaners and Alterations","","10000","Detroit, MI
United States","",""
"2773","Wayne County Prosecutor's Office","","1571140","Detroit, MI
United States","",""
"4526","CitizenDetroit","","750000","Detroit, MI
United States","",""
"4518","Michigan AIDS Coalition","","25000","Ferndale, MI
United States","",""
"4500","NCB Capital Impact","","900000","Arlington, VA
United States","",""
"4492","Michigan Department of Transportation ","","95237","Detroit, MI
United States","",""
"4490","Michigan State Treasurer ","","62848","Detroit, MI
United States","",""
"4344","United Cerebral Palsy Association of Metropolitan Detroit (UCP)","","282799","2 Towne Sq
Ste 905
Southfield, MI
United States","381368516","Disease, Disorders, Medical Disciplines, Disease, Disorders, Medical Disciplines » Birth Defects, Genetic Diseases"
"4311","North American Indian Association of Detroit, Inc ","","363011","Detroit, MI
United States","237192025","Human Services, Human Services » Ethnic/Immigrant Services"
"4302","Metropolitan Detroit Center for Independent Living ","","285807","Detroit, MI
United States","320171869","Human Services, Human Services » Human Service Organizations"
"4272","Northwest Detroit Youth Coalition ","","","19800 Pembroke Ave
Detroit, MI 48219
United States","383441362","Recreation, Sports, Leisure, Athletics, Recreation, Sports, Leisure, Athletics » Amateur Sports Competitions"
"4539","Foundation for Detroit’s Future","","366000000","Detroit, MI
United States","",""
"4564","Japan Business Society of Detroit","","","Detroit, MI
United States","",""
"4652","Alexander's Total Lawn Care","","10000","Detroit, MI
United States","",""
"4648","Pro Musica of Detroit, Inc","","7150","Detroit, MI
United States","",""
"4646","Signal Return, Inc","","13750","Detroit, MI
United States","",""
"4643","Zonta Club of Detroit I-Diane Foundation","","16500","Detroit, MI
United States","",""
"4637","Detroit Public Schools","","380297","Detroit, MI
United States","",""
"4626","Community Chorus of Detroit","","20000","Detroit, MI
United States","",""
"4624","Experencia Preparatory Academy","","5004","Detroit, MI
United States","",""
"4620","Marcus Garvey Academy","","18000","Detroit, MI
United States","",""
"4580","A Host of People","","25000","Detroit, MI
United States","",""
"4572","Toyota","","","Detroit, MI
United States","",""
"4255","Detroit Literacy Coalition ","","5500","5057 Woodward Ave
Rm 11207
Detroit, MI 48202
United States","382843769","Educational Institutions, Educational Institutions » Adult, Continuing Ed"
"3761","Michigan Interfaith Voice","","50000","2930 Woodward
Detroit, MI 48201
United States","371476114","Civil Rights, Social Action, Advocacy, Civil Rights, Social Action, Advocacy » Intergroup/Race Relations"
"3208","Osborn Neighborhood Alliance","","15000","Detroit, MI
United States","",""
"2954","Inforum Center for Leadership","","278400","Detroit, MI
United States","300101343","Employment, Job Related » Employment Training"
"2917","Detroit Bar Association Foundation ","","6000","645 Griswold St
Ste. 1356
Detroit, MI 48226
United States","381870033","Mutual/Membership Benefit Organizations, Other » Single Organization Support"
"2891","The Bishop H. Irving Mayson Scholarship Foundation","","900","Detroit, MI
United States","",""
"2874","M-1 Rail","","800000","1426 Woodward Ave
Detroit, MI 48226
United States","262310566","Public, Society Benefit » Public Transportation Systems and Services"
"2864","Southwest Detroit Community Justice Center","","75000","Detroit, MI
United States","",""
"2862","Voices of Detroit Initiative ","","200000","4201 Saint Antoine St
Detroit, MI 48201
United States","202333719","Health - General and Rehabilitative » Health Support Services"
"2829","Great Lakes Aquatic Habitat Network and Fund, Inc.","","35000","Po Box 2479
Petoskey, MI 49770
United States","","Mutual/Membership Benefit Organizations, Other » Alliance/Advocacy Organizations, Mutual/Membership Benefit Organizations, Other » Management & Technical Assistance, Mutual/Membership Benefit Organizations, Other » Fundraising and/or Fund Distribution"
"2816","Michigan Youth Appreciation Foundation","","1000","27700 Hoover Road No 100
Warren, MI 48093
United States","383335060","Youth Development » Youth Development Programs"
"2793","Nonprofit Enterprise at Work, Inc.","","150000","1100 N Main
Apt 7
Ann Arbor, MI 48104
United States","382825019","Community Improvement, Capacity Building, Community Improvement, Capacity Building » Nonprofit Management, Public, Society Benefit, Public, Society Benefit » Leadership Development"
"2785","Michigan 4-H Foundation","","","535 Chestnut Road
Room 240
East Lansing, MI 48824
United States","381539997","Youth Development » Agricultural, Youth Development, Recreation, Sports, Leisure, Athletics » Recreational and Sporting Camps (Day, Overnight, etc.), Environmental Quality Protection, Beautification » Botanical Gardens, Arboreta and Botanical Organizations"
"2966","Planned Parenthood of Southeast Michigan, Inc.","","750","Detroit, MI
United States","",""
"2970","Renaissance Community Rebuilders","","280","Detroit, MI
United States","",""
"3177","80 Strong Community Outreach","","36308","Highland Park, MI
United States","",""
"3176","Carter Metropolitan CME Church","","7337","Detroit, MI
United States","",""
"3175","Citizens for Better Care","","10625","Detroit, MI
United States","",""
"3174","Homes for Black Children","","8298","Detroit, MI
United States","",""
"3173","New Creations Community Outreach","","344782","Detroit, MI
United States","",""
"3172","Pure Word Missionary Baptist Church","","9480","Detroit, MI
United States","",""
"3171","Simon House","","171100","Detroit, MI
United States","",""
"3170","Ma'at Project","","6570","Detroit, MI
United States","",""
"3140","Bizdom U Fund","","1025000","1528 Woodward Avenue
3rd Floor
Detroit, MI 48226
United States","260730096","Youth Development » Business, Youth Development, Youth Development"
"3012","Detroit Chapter of the National Association of Black Journalists ","","1000","Po Box 44595
Detroit, MI 48244
United States","382532035","Educational Institutions » Education N.E.C."
"2783","Michigan Now Radio and Television","","120000","Detroit, MI
United States","",""
"2776","Masonic Temple","","36596","Detroit, MI
United States","",""
"2616","Data Driven Detroit ","","35000","440 Burroughs St
Detroit, MI 48202
United States","",""
"2612","North American Souvenirs ","","30000","Detroit, MI
United States","",""
"2610","Public Pool LLC","","15000","Detroit, MI
United States","",""
"2602","Public Art Workz","","40000","17245 Greydale
Detroit, MI 48219
United States","",""
"2595","143FM","","","Detroit, MI
United States","",""
"2593","12 'Zines ","","","Detroit, MI
United States","",""
"647","Wayne Metropolitan Community Action Agency","","91500","Detroit, MI
United States","",""
"646","Wayne Mediation Center","","96900","Detroit, MI
United States","",""
"645","Southeast Michigan Food System Navigators","","90000","Detroit, MI
United States","",""
"644","Leaps and Bounds Family Services","","93500","Detroit, MI
United States","",""
"2634","ConnectED: The California Center for College and Career","","150000","2150 Shattuck Ave
Suite 1200
Berkely, CA 94704
United States","204781979","Educational Institutions » Education N.E.C."
"2644","First Children's Finance ","","100000","212 3rd Ave N
Ste 310
Minneapolis, MN 55401
United States","411694837","Mutual/Membership Benefit Organizations, Other » Nonmonetary Support N.E.C."
"2775","Wayne County Mortgage Foreclosure Prevention Program","","67000","Detroit, MI
United States","",""
"2774","Common Ground","","123000","Detroit, MI
United States","",""
"2768","Henry Ford Learning institute ","","611348","20900 Oakwood Blvd
Dearborn, MI 48124
United States","383463866",""
"2754","Institute for Population Health Inc.","","375000","1400 Woodbridge St
Detroit, MI 48207
United States","352445761","Health - General and Rehabilitative » Public Health Programs"
"2750","Detroit Public Schools Foundation","","27295","3011 West Grand Blvd
18th Floor
Detroit, MI 48202
United States","300135450","Mutual/Membership Benefit Organizations, Other » Single Organization Support"
"2748","St John Hospital and Medical Center","","800000","28000 Dequindre Rd.
Warren, MI 48092
United States","381359063","Health - General and Rehabilitative » Hospital (General), Health - General and Rehabilitative"
"2744","Environmental Grantmakers Association","","3000","475 Riverside Dr.
Rm 900
New York, NY 10115
United States","208817646","Environmental Quality Protection, Beautification » Environmental Quality Protection and Beautification N.E.C."
"2739","Detroit Police Athletic League Inc.","","150000","111 West Willis St.
Detroit, MI 48201
United States","383314318","Human Services"
"2737","IFF","","75000","1 N Lasalle St.
7th Fl Ste 700
Chicago, IL 60602
United States","363656836","Community Improvement, Capacity Building, Community Improvement, Capacity Building » Nonprofit Management"
"2723","Root Cause Institute, Inc. ","","150000","11 Avenue de Lafayette
Boston, MD 02111
United States","200703238","Community Improvement, Capacity Building » Nonprofit Management"
"643","Furniture Bank of Southeastern Michigan","","20000","Detroit, MI
United States","",""
"3211","JT Campbell Consulting","","7000","Detroit, MI
United States","",""
"3755","Friends of the Ukrainian Bandurist Chorus","","1500","PO Box 12129
Detroit, MI 48212
United States","",""
"3524","Young Educators Alliance","","1017","Detroit, MI
United States","",""
"3522","Soulardarity","","326","Detroit, MI
United States","",""
"3520","Not Just Cakes","","426","Detroit, MI
United States","",""
"3518","Breakfast & Basketball","","210","Highland Park, MI
United States","",""
"3516","Little Princess Pamper and Café","","260","Highland Park, MI
United States","",""
"3514","Daughters of Yaa Asantewaa","","475","Detroit, MI
United States","",""
"3512","Tiny Acres","","426","Hamtramck, MI
United States","",""
"3510","Bushnell Congregational Church","","785","Detroit, MI
United States","",""
"3508","EGGS-Traordinary","","737","Detroit, MI
United States","",""
"3506","Sit On It Detroit","","917","Detroit, MI
United States","",""
"3591","DBLA Community Development corporation","","300000","65 Cadillac Square
Suite 3200
Detroit, MI 48226
United States","",""
"3641","Building Innovative New Government Institute (BING)","","30000","Po Box 32044
Detroit, MI 48232
United States","270304043","Community Improvement, Capacity Building » Economic Development, Community Improvement, Capacity Building"
"3744","Children's Center of Wayne County Inc.","","13000","79 West Alexandrine
Detroit, MI 48201
United States","",""
"3728","Gamma Lambda Community Development Corporation ","","1500","Detroit, MI
United States","",""
"3725","Society of Women Engineers - Detroit Section ","","2000","Detroit, MI
United States","",""
"3712","First Community Baptist Church","","5000","Detroit, MI
United States","",""
"3708","Community Legal Resources","","65000","Detroit, MI
United States","",""
"3701","Community Service Community Development Corporation","","3000","Detroit, MI
United States","",""
"3698","National Organization of Minority Architects Charitable and Education Foundation","","7000","PO Box 23140
Detroit, MI 48216
United States","",""
"3691","St Cecilia Catholic Church","","5000","Detroit, MI
United States","",""
"3679","Men Who Dare, Inc","","7500","613 Abbott
Detroit, MI 48226
United States","",""
"3662","Oneda Development Corporation ","","19000","Detroit, MI
United States","",""
"3504","Bounce Back Detroit","","625","Detroit, MI
United States","",""
"3502","After Christ Ministries","","765","Detroit, MI
United States","",""
"3387","Detroit Charter Data","","1000","Detroit, MI
United States","",""
"3384","Rust Belt Regional Poetry Slam","","1000","Detroit, MI
United States","",""
"3380","Essence of Motown Literary Jam & Conference","","1000","Detroit, MI
United States","",""
"3376","Neighbors Building Brightmoor Newsletters","","1000","Detroit, MI
United States","",""
"3373","Detroit Mom and Pop Shop","","1000","Detroit, MI
United States","",""
"3365","KICK: The Agency for LGBT African-Americans ","","335500","36 E Milwaukee
Detroit, MI 48202
United States","562393981","Civil Rights, Social Action, Advocacy, Civil Rights, Social Action, Advocacy » Lesbian/Gay Rights"
"3355","Ilitch Charties, Inc.","","7500","2211 Woodward Ave
10th Floor
Detroit, MI 48201
United States","383548144","Youth Development, Youth Development » Youth Development Programs"
"3218","Detroit Economic Club","","30000","211 West Fort St.
Ste 505
Detroit, MI 48226
United States","380508823","Social Science Research Institutes, Social Science Research Institutes » Economics (as a Social Science)"
"3214","Abundant Changes Community Outreach","","7500","Detroit, MI
United States","",""
"3213","Perfecting Community Development Corporation","","9500","Detroit, MI
United States","",""
"3389","Better Detroit Youth Movement Marketing/Media Team","","1000","Detroit, MI
United States","",""
"3391","Enhancing Drawing Detroit","","1000","Detroit, MI
United States","",""
"3500","Present! In Brightmoor","","310","Detroit, MI
United States","",""
"3498","MB1 Express Services","","482","Detroit, MI
United States","",""
"3478","Trinity Community Service and Education Foundation","","15000","Detroit, MI
United States","",""
"3471","The Economic Development Corporation of the City of Detroit ","","1098057","Detroit, MI
United States","",""
"3449","Society for the Propagation of the Faith - Detroit ","","6000","Detroit, MI
United States","",""
"3420","Neighbors Building Brightmoor ","","50000","15081 Grayfield St
Detroit, MI 48223
United States","271578269","Agriculture, Food, Nutrition, Agriculture, Food, Nutrition » Agricultural Programs"
"3414","Minerva Education and Development Foundation ","","20596","Po Box 21655
Detroit, MI 48221
United States","383068654","Community Improvement, Capacity Building, Community Improvement, Capacity Building » Community Service Clubs (Kiwanis, Lions, Jaycees, etc.)"
"3401","Urban Nation Radio LLC","","1000","Detroit, MI
United States","",""
"3398","Magenta Giraffe Theatre Company","","1000","Detroit, MI
United States","",""
"3394","Detroit Represent!","","1000","Detroit, MI
United States","",""
"3212","Greater Mt Tabor Nonprofit Project","","10000","Detroit, MI
United States","",""
"170","Detroit Repertory Theatre","","60000","Detroit, MI
United States","","Arts, Culture, and Humanities » Theatre, Arts, Culture, and Humanities » Cultural/Ethnic Awareness"
"155","Detroit Impact, Inc","","199739","Detroit, MI
United States","","Youth Development » Youth Development Programs"
"154","Detroit Historical Society","","2482577","Detroit, MI
United States","","Arts, Culture, and Humanities » History Museums"
"153","Detroit Hispanic Development Corporation","","3707992","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"152","Detroit Health Care for the Homeless dba Advantage Health Centers","","370000","Detroit, MI
United States","","Human Services » Homeless Services/Centers"
"151","Detroit Food Policy Council","","465000","Detroit, MI
United States","","Agriculture, Food, Nutrition » Research Institutes and/or Public Policy Analysis"
"150","Detroit Executive Service Corps","","20000","Detroit, MI
United States","","Community Improvement, Capacity Building » Nonprofit Management, Philanthropy, Voluntarism, and Grantmaking » Voluntarism Promotion, Public, Society Benefit » Leadership Development"
"149","Detroit Elders Project","","1000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community Coalitions, Housing, Shelter » Senior Citizens' Housing, Retirement Communities"
"148","Detroit Educational Television Network","","1342912","Detroit, MI
United States","","Arts, Culture, and Humanities » Television, Youth Development » Youth Development Programs, Community Improvement, Capacity Building » Urban, Community"
"147","Detroit Edison Public School Academy","","75000","Detroit, MI
United States","",""
"145","Detroit Development Fund","","1815000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community/Neighborhood Development, Improvement"
"144","Detroit Department of Transportation","","121241","Detroit, MI
United States","",""
"156","Detroit Institute for Children","","179250","Detroit, MI
United States","","Disease, Disorders, Medical Disciplines » Pediatrics, Human Services » Human Services - Multipurpose and Other N.E.C."
"157","Detroit Institute of Arts","","86182354","5200 Woodward Avenue
Detroit, MI 48202
United States","","Arts, Culture, and Humanities » Art Museums, Arts, Culture, and Humanities » Arts Education/Schools, Educational Institutions » Adult, Continuing Ed"
"169","Detroit Regional Chamber Foundation, Inc","","1978785","Detroit, MI
United States","","Community Improvement, Capacity Building » Promotion of Business (Chamber of Commerce)"
"168","Detroit Public Television","","70000","Detroit, MI
United States","","Arts, Culture, and Humanities » Television"
"167","Detroit Public Library Friends Foundation","","120000","Detroit, MI
United States","","Community Improvement, Capacity Building » Urban, Community, Public, Society Benefit » Public, Society Benefit - Multipurpose and Other N.E.C., Educational Institutions » Libraries, Library Science"
"166","Detroit Police Department","","169498","Detroit, MI
United States","",""
"165","Detroit Performing Artists, Inc","","100","Detroit, MI
United States","","Arts, Culture, and Humanities » Music"
"164","Detroit Parent Network","","1888274","Detroit, MI
United States","","Human Services » Family Services"
"163","Detroit Midtown Micro-Enterprise Fund Corporation ","","347668","Detroit, MI
United States","","Community Improvement, Capacity Building » Urban, Community"
"162","Detroit Ledger","","11000","Detroit, MI
United States","",""
"161","Detroit Land Bank Authority","","2277000","Detroit, MI
United States","",""
"160","Detroit Journal","","1000","Detroit, MI
United States","","Arts, Culture, and Humanities » Printing, Publishing"
"159","Detroit International Jazz Festival","","542000","Detroit, MI
United States","","Arts, Culture, and Humanities » Music"
"143","Detroit Dance Collective","","2540","Detroit, MI
United States","","Arts, Culture, and Humanities » Dance"
"142","Detroit Cristo Rey High School","","691700","Detroit, MI
United States","","Educational Institutions » Secondary/High School"
"141","Detroit Country Day School","","84632","Detroit, MI
United States","","Educational Institutions » Elementary, Secondary Ed, Educational Institutions » Primary/Elementary School, Educational Institutions » Secondary/High School"
"127","Delta Sigma Theta Detroit Foundation, Inc","","100000","Detroit, MI
United States","",""
"126","Delray United Action Council","","160000","Detroit, MI
United States","","Community Improvement, Capacity Building » Community Coalitions"
"125","Cultural Alliance of Southeastern Michigan","","477500","Detroit, MI
United States","","Arts, Culture, and Humanities » Alliance/Advocacy Organizations"
"123","Crossroads of Michigan","","669580","Detroit, MI
United States","","Employment, Job Related » Employment, Job Related N.E.C."
"122","Cranbrook Educational Community","","121930","Detroit, MI
United States","","Educational Institutions » Elementary, Secondary Ed"
"121","Covenant Life Presbyterian Church","","4000","Detroit, MI
United States","","Religion, Spiritual Development » Protestant"
"120","Covenant House Michigan","","390000","Detroit, MI
United States","","Housing, Shelter » Temporary Shelter for the Homeless"
"119","Covenant Community Care, Inc","","370000","Detroit, MI
United States","","Health - General and Rehabilitative » Health Treatment Facilities (Primarily Outpatient)"
"118","Courville Concert Choir","","60000","Detroit, MI
United States","","Arts, Culture, and Humanities » Singing Choral"
"117","Council of Michigan Foundations, Inc","","41000","Detroit, MI
United States","","Philanthropy, Voluntarism, and Grantmaking » Professional Societies & Associations"
"116","Cornerstone Schools Association","","1360382","Detroit, MI
United States","","Educational Institutions » Elementary, Secondary Ed"
"128","Detroit 300 Conservancy","","250000","1 Campus Martius
3rd Floor
Detroit, MI 48226
United States","300002873","Recreation, Sports, Leisure, Athletics » Parks and Playgrounds, Recreation, Sports, Leisure, Athletics"
"129","Detroit Area Agency on Aging","","80057","Detroit, MI
United States","","Human Services » Senior Centers/Services"
"140","Detroit Community High (DCH) Printing","","1215","Detroit, MI
United States","",""
"139","Detroit Christian Schools of Excellence","","5250","Detroit, MI
United States","",""
"138","Detroit Chinese Engineer Association","","4000","Detroit, MI
United States","","Science and Technology Research Institutes » Professional Societies & Associations"
"137","Detroit Childrens Choir","","21250","Detroit, MI
United States","","Arts, Culture, and Humanities » Singing Choral, Arts, Culture, and Humanities » Arts Education/Schools"
"136","Detroit Chamber Winds and Strings","","111486","Detroit, MI
United States","","Arts, Culture, and Humanities » Music"
